Term,29c23697-0a63-493b-9ced-500612046e42,41ee531a-8d45-4067-8c0a-58e50eac58e7,5a739736-7a03-431e-8536-248d5f5eb218,4e4b68e7-e9f8-406a-b477-297d781fa67d,910bab8a-7927-4b42-9b62-b709ea0b7823,cd8531c9-894e-4e9d-bbc9-8471b99c11e3,a57303f3-c5ef-4418-ba3f-fde8e1596e03,8aa78510-515b-489f-9ecb-89e100f370d1,eed2c0ed-ca64-4bf3-b811-2c277b39e82b,33497299-202e-4799-bc63-a3bcf11c4c2a,
derivative,1,1,1,1,1,1,1,1,1,1,
forwarding,0,0,0,1,0,0,0,0,0,0,
seamark,0,0,0,0,0,0,1,0,0,1,
overpowers,1,0,0,0,0,0,0,0,0,0,
have—ay,0,1,0,0,0,0,0,0,0,0,
bestow’d,0,0,0,0,0,0,0,1,1,0,
guilfords,0,1,0,0,0,0,0,0,0,0,
every,1,1,1,1,1,1,1,1,1,1,
mansion,0,0,1,0,0,1,0,0,0,0,
leap’d,0,0,0,0,0,1,0,0,0,1,
lowness,0,0,0,0,1,0,0,1,0,0,
frowningly,1,0,0,0,0,0,0,0,0,0,
ascii”,1,1,1,1,1,1,1,1,1,1,
indifferently,1,0,0,0,0,0,1,0,1,0,
slumbers,0,1,0,1,0,0,0,0,0,1,
slow’d—,0,0,0,0,0,1,0,0,0,0,
hecats,1,0,0,0,0,0,0,0,0,0,
artificial,0,0,0,0,0,1,0,0,0,0,
hoodwink’d,0,0,0,0,0,1,0,0,0,0,
bestial,0,1,0,0,0,0,0,0,0,1,
kinsmen,0,0,0,0,0,1,0,0,0,1,
unpin,0,0,0,0,0,0,0,0,0,1,
hecate,0,0,0,0,0,0,0,1,0,0,
pander,0,0,0,0,0,0,0,1,0,0,
reasoning,0,0,1,0,0,0,0,0,0,0,
“small,0,1,0,0,0,0,0,0,0,0,
fable,1,0,0,0,0,0,0,0,0,1,
during,1,1,1,1,0,1,1,1,0,1,
wisest,1,0,0,0,0,0,0,0,0,1,
annotated,0,0,1,0,0,0,0,0,0,0,
consist,0,0,0,0,1,0,0,0,0,0,
dismay’d,0,0,0,0,0,0,0,0,0,1,
noses—,0,0,0,0,0,0,1,0,0,0,
—by,0,0,0,0,0,0,0,1,0,0,
solongsundered,0,1,0,0,0,0,0,0,0,0,
make15,1,0,0,0,0,0,0,0,0,0,
sharpness,0,0,0,0,1,0,0,1,0,0,
scathe,0,1,0,0,0,1,0,0,0,0,
cress,1,0,0,0,0,0,0,0,0,0,
crest,0,0,0,1,0,0,1,0,0,0,
leagues,0,0,1,1,0,0,0,0,1,0,
spousal,0,0,0,0,0,0,0,0,1,0,
temples,0,1,0,0,0,0,1,0,0,1,
hints,1,0,0,0,0,0,0,0,0,0,
dislikes,0,0,0,0,0,0,1,0,0,1,
agree,1,1,1,1,1,1,1,1,1,1,
neatstongue,0,0,0,1,0,0,0,0,0,0,
itself,1,1,1,1,1,1,1,1,1,1,
anyone,1,1,1,1,1,1,1,1,1,1,
moans,0,0,0,0,0,1,0,0,0,1,
betrayed,0,1,0,0,1,0,1,0,1,0,
couterfeit,0,0,0,0,0,0,0,0,1,0,
gluttons,0,0,0,1,0,0,0,0,0,0,
spain,0,0,0,0,0,0,0,0,1,1,
regions,0,0,0,0,0,0,1,0,0,0,
wheresoe’er,0,0,0,0,0,0,0,1,0,0,
dieto,1,0,0,0,0,0,0,0,0,0,
annihilates,1,0,0,0,0,0,0,0,0,0,
birds,0,0,0,0,0,1,0,1,0,0,
mutes,1,0,0,0,0,0,0,0,0,0,
substitute,0,1,0,0,0,0,0,0,0,1,
unquietly,0,0,0,0,0,0,0,1,0,0,
sland’rous,0,1,0,0,0,0,0,0,0,0,
diest,0,0,1,0,0,0,0,1,1,1,
archmock,0,0,0,0,0,0,0,0,0,1,
ne’eryetbeaten,0,0,0,0,1,0,0,0,0,0,
comeliness,0,0,0,0,0,0,1,0,0,0,
sepulchre,1,0,1,1,0,1,0,0,0,0,
violate,0,0,0,0,1,0,0,0,0,0,
balletmongers,0,0,0,1,0,0,0,0,0,0,
fulvia’s,0,0,0,0,1,0,0,0,0,0,
event,0,0,0,0,0,0,1,1,0,0,
wherever,1,0,0,0,0,0,0,0,0,0,
melt—my,0,0,0,0,1,0,0,0,0,0,
inhabit,0,1,1,0,0,0,0,0,0,0,
unprepared,1,1,1,0,0,0,0,0,0,1,
gad—edmund,0,0,0,0,0,0,0,1,0,0,
tripleturned,0,0,0,0,1,0,0,0,0,0,
bonnetted,0,0,0,0,0,0,1,0,0,0,
rattling,0,0,0,0,1,1,0,0,0,0,
equivocation,1,0,0,0,0,0,0,0,0,0,
crete,0,0,0,0,0,0,0,0,1,0,
rednose,0,0,0,1,0,0,0,0,0,0,
spake,1,1,1,1,1,1,1,1,0,1,
ever—i,0,0,0,0,0,0,0,0,0,1,
cannot,1,1,1,1,1,1,1,1,1,1,
threading,0,0,0,0,0,0,0,1,0,0,
kinsman,0,1,0,1,0,1,0,0,1,1,
parlours,0,0,0,0,0,0,0,0,0,1,
span,0,0,0,0,0,0,0,0,0,1,
pronouncing,1,0,0,0,0,0,0,0,0,0,
doubledamn’d,0,0,0,0,0,0,0,0,0,1,
prefer,0,1,1,0,0,0,1,1,0,1,
abridgement,0,0,0,0,0,0,0,0,1,0,
daughtermy,1,0,0,0,0,0,0,0,0,0,
sped,0,0,0,0,0,1,0,0,0,0,
tight,0,0,0,0,1,0,0,0,0,0,
space,1,0,0,1,1,0,0,1,0,0,
reference,1,0,1,0,1,0,0,0,1,1,
chamber,1,1,1,0,1,1,1,1,1,1,
contacting,0,0,0,1,0,0,0,0,0,0,
savageness,0,0,0,0,0,0,0,0,0,1,
inferred,0,1,0,0,0,0,0,0,0,0,
depart,1,1,1,0,0,1,0,1,1,0,
unpruned,0,0,0,0,0,0,0,0,1,0,
depopulate,0,0,0,0,0,0,1,0,0,0,
misled,0,0,0,1,0,0,0,0,0,0,
published,1,0,0,0,0,0,0,0,0,0,
accidents,0,0,0,1,1,1,0,0,0,1,
spade,1,0,0,0,0,1,0,0,0,0,
fading,0,0,1,0,0,0,0,0,0,0,
halter,0,0,0,1,0,0,0,1,0,1,
mother’,0,0,0,0,0,1,0,0,0,0,
covered,1,1,0,0,0,0,0,0,0,0,
night—’tis,0,0,0,0,0,0,0,1,0,0,
publisher,0,0,1,0,0,0,0,0,0,0,
array’d,0,0,0,0,0,0,0,1,1,0,
rumble,0,0,0,0,0,0,0,1,0,0,
invariably,0,0,1,0,0,0,0,0,0,0,
pelting,0,0,0,0,0,0,0,1,0,0,
jakes,0,0,0,0,0,0,0,1,0,0,
smirch’d,0,0,0,0,0,0,0,0,1,0,
frequent,1,0,0,0,0,0,0,0,0,0,
crossest,0,0,0,1,0,0,0,0,0,0,
statements,1,1,1,1,1,1,1,1,1,1,
interred,0,1,0,0,0,0,0,0,1,0,
moulten,0,0,0,1,0,0,0,0,0,0,
intcould,1,0,0,0,0,0,0,0,0,0,
trace,1,0,0,1,0,0,0,0,0,0,
moments,1,0,1,0,0,0,0,0,0,0,
public,1,1,1,1,1,1,1,1,1,1,
disdainful,0,0,0,0,1,0,0,0,1,0,
array,1,1,1,1,1,1,1,1,1,1,
clubs,0,0,0,0,0,1,1,0,0,0,
falconer’s,0,0,0,0,0,1,0,0,0,0,
track,1,1,0,0,0,0,0,0,0,0,
recoiling,0,0,0,0,0,0,0,0,0,1,
arras,1,0,0,1,0,0,0,0,0,0,
dragonlike,0,0,0,0,0,0,1,0,0,0,
constructed,1,0,0,0,0,0,0,0,0,0,
isis,0,0,0,0,1,0,0,0,0,0,
jewry,0,0,0,0,1,0,0,0,1,0,
unchanged,0,0,1,0,0,0,0,0,0,0,
mistress’s,0,0,0,0,0,0,0,1,0,0,
trades,0,0,0,0,0,0,1,0,0,0,
unheard,0,0,0,0,1,0,1,0,0,0,
heaviest,0,0,1,0,1,0,1,0,0,0,
ulcerous,1,0,0,0,0,0,0,0,0,0,
horsed,0,0,0,0,0,0,1,0,0,0,
crept,0,1,1,1,0,0,1,0,0,0,
trade,1,0,0,0,1,0,0,1,1,1,
ambassador,0,0,0,0,1,0,0,0,1,0,
beest,0,0,0,0,0,0,0,0,1,0,
shortness,0,0,0,1,0,0,0,0,0,0,
derivation,0,0,0,0,0,0,0,0,1,0,
aiming,0,1,1,0,0,0,0,0,0,0,
unsettle,1,0,0,0,0,0,0,0,0,0,
horses,1,1,0,1,1,1,0,1,1,0,
lewdly,0,0,0,1,0,0,0,0,0,0,
fumiter,0,0,0,0,0,0,0,1,0,0,
civility,0,0,0,0,0,0,0,0,0,1,
depart’st,0,0,0,0,1,0,0,0,0,0,
references,1,1,1,1,1,1,1,1,1,1,
sconce22,1,0,0,0,0,0,0,0,0,0,
redistribution,1,1,1,1,1,1,1,1,1,1,
not—that,0,0,0,0,0,0,0,0,0,1,
setting,1,0,0,1,0,0,0,0,1,0,
uncuckolded,0,0,0,0,1,0,0,0,0,0,
isle,0,1,0,0,1,0,0,0,1,1,
favoured,0,0,1,0,0,0,1,0,0,0,
amiablemacbeth,1,0,0,0,0,0,0,0,0,0,
percussion,0,0,0,0,0,0,1,0,0,0,
drudge,0,0,0,0,0,1,0,0,0,0,
son—believe,0,0,0,0,0,0,1,0,0,0,
younger,0,0,0,1,1,1,1,1,0,0,
envied,0,0,0,0,1,0,1,0,0,0,
unmellowd,0,0,1,0,0,0,0,0,0,0,
wedd’st,0,1,0,0,0,0,0,0,0,0,
redistributing,1,1,1,1,1,1,1,1,1,1,
himself5,1,0,0,0,0,0,0,0,0,0,
neglectingly,0,0,0,1,0,0,0,0,0,0,
artful,1,0,0,0,0,0,0,0,0,0,
worldsharers,0,0,0,0,1,0,0,0,0,0,
endure,0,1,1,1,1,1,1,1,1,1,
againill,1,0,0,0,0,0,0,0,0,0,
o’erwatch’d,0,0,0,0,0,0,0,1,0,0,
throat,1,1,0,0,1,0,1,1,1,1,
hellblack,0,0,0,0,0,0,0,1,0,0,
thee—for,0,0,0,0,0,0,0,0,0,1,
essence,0,0,1,0,0,0,0,0,0,1,
jupiter,0,0,0,0,1,0,1,1,0,0,
uncertainty,1,0,0,1,0,0,1,0,0,0,
robbed,0,0,0,0,1,0,0,0,0,0,
’gainst,0,0,0,0,1,1,1,1,1,1,
discharg’d,0,0,0,0,0,1,0,0,0,0,
stirrup,0,0,0,0,0,0,1,0,0,0,
hang’d,0,0,0,0,0,0,0,1,1,1,
quailing,0,0,0,1,0,0,0,0,0,0,
indulgence,1,0,0,0,0,0,0,0,0,0,
archbishops,0,0,0,1,0,0,0,0,0,0,
were’t,0,1,0,0,1,0,0,1,0,1,
pleasance,0,0,0,0,0,0,0,0,0,1,
signify,1,1,1,0,1,1,0,0,1,0,
agued,0,0,0,0,0,0,1,0,0,0,
unkindness,0,0,0,0,1,0,1,1,0,1,
“antony”,0,0,0,0,1,0,0,0,0,0,
reconciliation,0,0,0,0,0,0,0,0,0,1,
kettledrum,1,0,0,0,0,0,0,0,0,0,
oppression,1,0,0,0,1,1,0,1,1,0,
expostulate10,1,0,0,0,0,0,0,0,0,0,
offenceless,0,0,0,0,0,0,0,0,0,1,
brutus,1,0,0,0,1,0,1,0,1,0,
proud—where,0,0,0,0,0,0,1,0,0,0,
spin,0,0,1,0,0,0,0,0,1,0,
qualities,1,0,1,0,1,1,0,1,1,1,
agues,0,0,0,1,0,0,0,0,0,0,
spit,0,1,0,1,0,1,1,1,1,0,
halidom,0,0,1,0,0,0,0,0,0,0,
orpheus,0,0,1,0,0,0,0,0,0,0,
heeds,1,0,0,0,0,0,0,0,0,0,
register,0,0,0,0,1,0,0,0,0,0,
fleet,0,0,0,0,1,0,0,0,1,1,
couple,1,0,0,0,0,1,0,0,0,0,
fleer,0,0,0,0,0,1,0,0,0,0,
offended,1,1,0,0,1,0,0,1,0,1,
whateer,0,0,1,1,0,0,0,0,0,0,
saddle,0,1,0,1,0,0,0,1,1,0,
m’avez,0,0,0,0,0,0,0,0,1,0,
agreeing,1,0,0,0,0,0,1,0,0,0,
pegasus,0,0,0,1,0,0,0,0,1,0,
serve’s,0,0,0,0,1,0,0,0,0,0,
discords,0,0,0,0,0,1,0,0,0,1,
preponderates,0,0,1,0,0,0,0,0,0,0,
act,1,1,1,1,1,1,1,1,1,1,
offender,1,0,0,0,0,0,0,0,0,0,
his37,1,0,0,0,0,0,0,0,0,0,
requisites,0,0,0,0,0,0,0,0,0,1,
codpiece,0,0,1,0,0,0,0,1,0,0,
add,0,0,0,0,1,1,0,1,1,1,
study—byandby—god’s,0,0,0,0,0,1,0,0,0,0,
ratify,0,0,0,0,0,0,0,0,1,0,
amend,0,1,0,1,0,0,0,0,0,1,
holdst,1,0,0,0,0,0,0,0,0,0,
imperfections,1,0,0,0,0,0,0,1,1,0,
consent,1,1,1,0,0,1,1,0,1,1,
ado,0,0,1,1,0,0,0,1,0,0,
vanishd,1,0,1,0,0,0,0,0,0,0,
avenged,0,1,0,0,0,0,0,0,0,0,
exchange,1,0,1,1,0,1,0,1,0,1,
exchangd,0,0,0,1,0,0,0,0,0,0,
mournfully—,0,0,0,0,0,0,1,0,0,0,
i108,1,0,0,0,0,0,0,0,0,0,
i109,1,0,0,0,0,0,0,0,0,0,
ariadne,0,0,1,0,0,0,0,0,0,0,
soldiers,1,1,0,1,1,0,1,1,1,0,
overtake,0,0,1,0,0,0,0,1,0,0,
breeds,0,0,0,1,0,0,0,1,1,1,
commercially,0,0,0,1,0,0,0,0,0,0,
2128,0,0,1,0,0,0,0,0,0,0,
contrariously,0,0,0,0,0,0,0,0,1,0,
disturbing,0,0,0,0,0,0,1,0,0,0,
happiness,1,1,1,0,1,1,0,0,1,1,
i100,1,0,0,0,0,0,0,0,0,0,
theehamlet,1,0,0,0,0,0,0,0,0,0,
i101,1,0,0,0,0,0,0,0,0,0,
i102,1,0,0,0,0,0,0,0,0,0,
usages,1,0,0,0,0,0,0,0,0,0,
i103,1,0,0,0,0,0,0,0,0,0,
i104,1,0,0,0,0,0,0,0,0,0,
i105,1,0,0,0,0,0,0,0,0,0,
i106,1,0,0,0,0,0,0,0,0,0,
rememb’red,0,0,0,0,0,0,0,0,1,0,
i107,1,0,0,0,0,0,0,0,0,0,
recorder,1,1,0,0,0,0,0,0,0,0,
ling’ring,0,0,0,0,1,0,0,0,0,0,
embrace,1,1,1,1,1,1,1,1,1,0,
abraham’s,0,1,0,0,0,0,0,0,0,0,
blameful,0,1,0,0,0,0,0,0,0,0,
demuring,0,0,0,0,1,0,0,0,0,0,
label,0,0,0,0,0,1,0,0,0,0,
recorded,1,1,1,0,0,0,0,0,0,0,
tervagant,1,0,0,0,0,0,0,0,0,0,
misconstruction,0,0,0,0,0,0,0,1,0,0,
counterfeitst,0,0,0,1,0,0,0,0,0,0,
janus,0,0,0,0,0,0,0,0,0,1,
age,1,1,1,1,1,1,1,1,1,1,
sunbright,0,0,1,0,0,0,0,0,0,0,
smaller,0,0,1,0,0,0,0,0,0,0,
despatchd,1,0,0,0,0,0,0,0,0,0,
ago,1,1,0,1,0,1,0,1,0,1,
yearn,0,0,0,0,0,0,0,0,1,0,
ambiguities,0,0,0,0,0,1,0,0,1,0,
accessed,1,1,1,1,1,1,1,1,1,1,
chronicles,1,0,0,1,0,0,0,0,1,0,
fishes,0,1,0,0,1,1,0,0,0,0,
years,1,1,1,1,1,1,1,1,1,1,
fisher,1,0,0,0,0,1,0,0,0,0,
eject,0,0,0,0,0,0,1,0,0,0,
prodigality,1,1,0,0,0,0,0,0,0,0,
pleading,0,0,0,0,0,1,0,0,0,0,
defect,1,1,1,1,1,1,1,1,1,1,
twinn’d,0,0,0,0,0,0,0,0,0,1,
bewept,1,1,0,0,0,0,0,0,0,0,
i120,1,0,0,0,0,0,0,0,0,0,
odds,1,1,0,1,1,1,1,1,1,1,
i121,1,0,0,0,0,0,0,0,0,0,
strangely,1,0,0,1,0,0,0,0,0,0,
i122,1,0,0,0,0,0,0,0,0,0,
i123,1,0,0,0,0,0,0,0,0,0,
i124,1,0,0,0,0,0,0,0,0,0,
i125,1,0,0,0,0,0,0,0,0,0,
torment”,0,1,0,0,0,0,0,0,0,0,
chronicled,0,0,1,0,0,0,0,0,0,0,
fast’ned,0,0,0,0,0,0,0,1,0,0,
fleas,0,0,0,1,0,0,0,0,0,0,
i119,1,0,0,0,0,0,0,0,0,0,
eggs,1,0,0,1,0,0,0,1,1,0,
whistle,0,0,0,1,0,1,0,1,1,1,
earing,0,0,0,0,1,0,0,0,0,0,
othello—you,0,0,0,0,0,0,0,0,0,1,
return’d,0,0,0,0,0,1,0,1,0,1,
erected,1,0,0,0,0,0,0,0,0,0,
lecher’s,0,0,0,0,0,0,0,1,0,0,
sterile,0,0,0,0,0,0,0,0,0,1,
spot,0,0,0,0,1,0,1,0,0,0,
i110,1,0,0,0,0,0,0,0,0,0,
i111,1,0,0,0,0,0,0,0,0,0,
i112,1,0,0,0,0,0,0,0,0,0,
virtuous—where,0,0,0,0,0,1,0,0,0,0,
mighty,1,1,1,1,1,0,0,1,1,1,
i113,1,0,0,0,0,0,0,0,0,0,
i114,1,0,0,0,0,0,0,0,0,0,
i115,1,0,0,0,0,0,0,0,0,0,
skillet,0,0,0,0,0,0,0,0,0,1,
sleeves,0,0,0,1,0,0,0,0,0,0,
aid,1,1,1,1,1,0,1,0,1,0,
i116,1,0,0,0,0,0,0,0,0,0,
i117,1,0,0,0,0,0,0,0,0,0,
i118,1,0,0,0,0,0,0,0,0,0,
other,1,1,1,1,1,1,1,1,1,1,
aim,1,1,1,0,1,0,1,0,1,1,
youngly,0,0,0,0,0,0,1,0,0,0,
confederate,1,0,0,0,0,0,1,0,0,0,
barons,0,0,0,1,0,0,0,0,1,0,
portentous,0,0,0,0,0,1,0,0,0,0,
same—or,0,0,0,0,1,0,0,0,0,0,
air,1,1,1,1,1,1,1,1,1,1,
venial,0,0,0,0,0,0,0,0,0,1,
skilled,0,1,0,0,0,0,0,0,0,0,
defeat,1,0,0,0,1,0,0,0,1,1,
she—,0,1,0,0,0,1,0,0,0,0,
spear,0,0,0,1,0,0,0,0,0,0,
accommodate,0,0,0,0,0,0,0,1,0,0,
signior,0,0,1,0,0,1,0,0,0,1,
shipboys,0,0,0,0,0,0,0,0,1,0,
electronic,1,1,1,1,1,1,1,1,1,1,
speak,1,1,1,1,1,1,1,1,1,1,
shackles,0,0,0,0,1,0,0,0,0,0,
intermission,0,0,0,0,0,0,0,1,0,0,
orisons,1,0,0,0,0,1,0,0,1,0,
blushing,0,1,0,1,0,1,0,0,0,0,
slugabed,0,0,0,0,0,1,0,0,0,0,
tenderbodied,0,0,0,0,0,0,1,0,0,0,
consistory,0,1,0,0,0,0,0,0,0,0,
lender’s,0,0,0,0,0,0,0,1,0,0,
circumspect,0,1,0,0,0,0,0,0,0,0,
spoiled,0,1,0,0,1,0,0,0,0,0,
senselessobstinate,0,1,0,0,0,0,0,0,0,0,
hard—,0,0,0,0,1,0,0,0,0,0,
resolv’d,0,0,0,0,0,0,0,0,1,1,
grains,0,0,0,0,0,0,1,0,0,0,
wellarmed,0,0,0,0,0,0,0,1,0,0,
do’t,0,0,0,0,1,0,1,1,1,1,
wench,0,1,1,1,1,1,0,0,0,1,
dislocate,0,0,0,0,0,0,0,1,0,0,
burnished,0,0,0,0,1,0,0,0,0,0,
mississippi,1,1,1,1,1,1,1,1,1,1,
spades,1,0,0,0,0,0,0,0,0,0,
descant,0,1,1,0,0,0,0,0,0,0,
rivality,0,0,0,0,1,0,0,0,0,0,
volscian,0,0,0,0,0,0,1,0,0,0,
sinners’,0,0,0,0,0,1,0,0,0,0,
spun,0,0,0,0,0,0,1,0,0,0,
weep—,0,0,0,0,0,0,0,1,0,0,
deadnay,1,0,0,0,0,0,0,0,0,0,
devil’s,0,0,0,0,0,0,0,0,0,1,
spur,0,1,1,0,1,0,1,0,1,0,
cage,0,0,0,0,0,1,0,1,0,0,
venice,1,0,0,0,0,0,0,0,0,1,
j’apprenne,0,0,0,0,0,0,0,0,1,0,
insect,1,0,0,0,0,0,0,0,0,0,
lifeblood,0,0,0,1,0,0,0,0,0,0,
ale,0,0,1,1,0,0,0,0,1,0,
vernons,0,0,0,1,0,0,0,0,0,0,
complement,0,0,0,0,0,0,0,0,1,1,
été,0,0,0,0,0,0,0,0,1,0,
dukes,1,1,1,0,0,0,0,1,1,0,
all,1,1,1,1,1,1,1,1,1,1,
antiates,0,0,0,0,0,0,1,0,0,0,
already,1,1,1,1,1,1,1,1,1,1,
‘father’,0,0,0,0,0,0,0,1,0,0,
applicable,1,1,1,1,1,1,1,1,1,1,
telltales,0,0,1,0,0,0,0,0,0,0,
strangers,0,0,0,1,0,1,0,0,0,0,
expense,1,1,1,1,1,1,1,1,1,1,
maintaining,1,1,1,1,1,1,1,1,1,1,
sainted,0,0,1,0,0,0,0,0,0,0,
outdare,0,0,0,1,0,0,0,0,0,0,
illuttering,0,0,0,0,1,0,0,0,0,0,
contemporary,1,0,0,0,0,0,0,0,0,0,
abides,0,1,0,0,1,0,0,0,0,0,
couper,0,0,0,0,0,0,0,0,1,0,
ladyship,1,0,1,0,0,1,1,0,0,1,
tauntingly,0,0,0,0,0,0,1,0,0,0,
sadder,0,0,1,0,0,0,0,0,0,0,
mouthed,0,0,0,1,0,0,0,0,0,0,
unhoused,0,0,0,0,0,0,0,0,0,1,
ros’d,0,0,0,0,0,0,0,0,1,0,
unhidden,0,0,0,0,0,0,0,0,1,0,
counterfeitly,0,0,0,0,0,0,1,0,0,0,
c14,1,0,0,0,0,0,0,0,0,0,
tatter’d,0,0,0,0,0,1,0,1,0,0,
farthest,0,0,0,0,1,1,0,0,0,0,
strangest,0,0,0,1,0,0,0,0,0,0,
contracts,1,0,0,0,0,0,0,0,0,0,
overshoes,0,1,0,0,0,0,0,0,0,0,
simples,1,0,0,0,0,1,0,1,0,0,
weakness,1,1,0,0,1,0,0,0,1,1,
and,1,1,1,1,1,1,1,1,1,1,
dissembler,0,1,0,0,0,0,0,0,0,0,
casement,0,0,0,0,0,0,0,1,0,0,
othis,1,0,0,0,0,0,0,0,0,0,
louder,0,0,0,0,0,0,0,1,0,0,
tunes,0,0,0,1,0,0,0,0,0,0,
triumvir,0,0,0,0,1,0,0,0,0,0,
ant,0,0,1,1,0,0,0,1,0,0,
buffets,1,0,0,1,0,0,0,0,0,0,
distil,0,0,0,0,0,0,0,0,1,0,
any,1,1,1,1,1,1,1,1,1,1,
ladder,0,0,1,1,0,1,0,0,0,0,
untie,0,0,0,0,1,0,0,0,0,0,
compilation,1,1,1,1,1,1,1,1,1,1,
tuned,0,0,0,0,1,0,0,0,0,0,
enfetter’d,0,0,0,0,0,0,0,0,0,1,
punctuation,0,0,0,1,0,0,0,0,0,0,
ninth,0,0,0,1,1,0,0,0,0,0,
consists,0,1,0,1,0,0,0,0,0,0,
until,1,1,0,1,1,0,1,1,1,0,
prisoner’s,0,0,0,0,0,0,0,0,1,0,
reversed,0,1,0,0,0,0,0,0,0,0,
summersmelling,0,0,1,0,0,0,0,0,0,0,
potency,0,0,0,0,0,0,1,1,0,0,
thought,1,1,1,1,1,1,1,1,1,1,
severed,0,0,0,0,1,0,0,0,0,0,
taste,1,1,0,1,0,1,1,1,1,1,
prosecution,0,0,0,0,1,0,0,0,0,0,
plebeians,0,0,0,0,1,0,1,0,1,0,
counterfeits,0,0,1,0,0,1,0,0,0,1,
anywhere,1,1,1,1,1,1,1,1,1,1,
lookingglass,0,1,1,0,0,0,0,0,0,0,
mallard,0,0,0,0,1,0,0,0,0,0,
allowable,1,0,0,1,0,0,0,0,0,0,
naught,0,1,1,0,1,1,1,1,1,1,
ryder,1,0,0,0,0,0,0,0,0,0,
ape,0,1,0,1,0,1,0,0,0,0,
construe,0,0,1,0,0,0,0,0,0,1,
broil,0,0,0,1,0,0,1,0,0,1,
hired,0,1,0,0,1,0,0,0,0,0,
resort,1,1,1,0,0,0,0,0,0,0,
dwindle,0,0,0,1,0,0,0,0,0,0,
stalls,0,0,0,0,0,0,1,0,0,0,
kill’st,0,0,0,0,1,0,0,0,0,0,
lightning,0,1,0,0,1,1,0,1,0,0,
devoted,0,1,1,0,0,0,0,0,0,1,
mitigation,0,0,0,0,0,0,0,0,1,0,
broke,1,1,0,1,0,1,1,1,1,1,
frowns—,0,0,0,0,0,0,0,0,0,1,
nicholas,0,0,1,1,0,0,0,0,0,0,
apt,1,0,0,0,0,1,1,1,1,1,
nail,0,0,1,0,0,0,1,0,0,0,
stuffd,0,0,1,1,0,0,0,0,0,0,
“fool,0,0,0,0,1,0,0,0,0,0,
spirits,1,1,0,1,1,1,1,1,1,1,
inattentive,1,0,0,0,0,0,0,0,0,0,
sleepest,0,0,0,0,0,0,0,1,0,0,
wall’d,0,0,0,0,0,0,0,1,0,0,
testament,0,0,0,0,0,0,0,0,1,0,
sedge,0,0,1,0,0,0,0,0,0,0,
duchess,0,1,0,0,0,0,0,1,0,0,
hampton,0,0,0,0,0,0,0,0,1,0,
quondam,0,0,0,0,0,0,0,0,1,0,
entrails,0,1,0,0,0,0,0,0,1,0,
cataplasm45,1,0,0,0,0,0,0,0,0,0,
sedgy,0,0,0,1,0,0,0,0,0,0,
sleepers,1,0,0,0,1,0,0,0,0,0,
rudest,0,0,0,0,1,0,0,0,0,0,
of39,1,0,0,0,0,0,0,0,0,0,
sharpground,0,0,0,0,0,1,0,0,0,0,
quarrels,0,0,0,0,0,1,0,1,1,0,
cried,1,1,0,1,1,1,1,1,1,1,
pockets,1,0,0,1,0,0,0,1,1,0,
varying,0,0,0,0,1,0,0,0,0,0,
are,1,1,1,1,1,1,1,1,1,1,
hipparchus,0,0,0,0,1,0,0,0,0,0,
came,1,1,1,1,1,1,1,1,1,1,
stirred,0,1,0,0,1,0,0,0,0,0,
arm,1,1,0,1,1,1,1,1,1,1,
art,1,1,1,1,1,1,1,1,1,1,
esteem,0,0,1,0,0,1,0,0,0,0,
peloponnesus,0,0,0,0,1,0,0,0,0,0,
meteor,0,0,0,1,0,1,0,0,0,0,
holder,1,1,1,1,1,1,1,1,1,1,
describes,1,0,0,0,0,0,0,0,0,0,
curls,1,0,0,0,0,0,0,0,0,0,
speculative,0,0,0,0,0,0,0,0,0,1,
call,1,1,1,1,1,1,1,1,1,1,
calm,1,0,1,1,1,1,1,0,0,0,
trulyfalsely,0,0,0,0,0,0,0,0,1,0,
partners,1,0,0,0,1,0,0,0,0,0,
calf,1,0,0,0,0,0,0,0,0,0,
ash,0,0,0,0,0,0,1,0,0,0,
ask,1,1,1,1,1,1,1,1,1,1,
rapture,0,0,0,0,0,0,1,0,0,0,
stalks,1,0,0,0,0,0,0,0,0,0,
backreturn,0,0,0,0,0,0,0,0,1,0,
asp,0,0,0,0,1,0,0,0,0,0,
ass,1,0,1,0,1,0,1,1,1,1,
mincing,0,0,0,1,0,0,0,0,0,0,
suerly,0,0,0,0,0,0,0,0,1,0,
becoming,1,0,0,0,0,0,0,0,0,0,
crackd,0,0,0,1,0,0,0,0,0,0,
cant,1,0,0,0,0,0,0,0,0,0,
festering,0,0,0,0,0,1,0,0,0,0,
exchequer,1,0,1,1,0,0,0,0,1,0,
mother,1,1,1,1,1,1,1,1,1,1,
alarum,0,1,0,1,1,0,1,1,1,0,
protests,0,0,0,0,0,0,0,0,0,1,
eyes—my,0,0,0,0,0,0,1,0,0,0,
unmatchable,0,0,0,0,1,0,0,0,1,0,
yourself,1,1,1,1,1,1,1,1,1,1,
donate,1,1,1,1,1,1,1,1,1,1,
stoups,1,0,0,0,0,0,0,0,0,0,
palace,1,1,1,1,1,1,0,1,1,1,
ats,0,0,1,0,0,0,0,0,0,0,
goddess,0,0,0,0,1,0,1,1,1,0,
dares,0,0,0,0,1,1,0,1,0,0,
